,H_name,A_name,H_GoalsScored,A_GoalsScored,H_GoalsConceded,A_GoalsConceded,H_Points,A_Points,H_Results1,H_Results2,H_Results3,A_Results1,A_Results2,A_Results3,H_Shots1,H_Shots2,A_Shots1,A_Shots2,H_ShotsTarget1,H_ShotsTarget2,A_ShotsTarget1,A_ShotsTarget2,H_Red1,A_Red1,H_Corners1,H_Corners2,A_Corners1,A_Corners2,H_LastPosition,A_LastPosition,MatchDay,Result
3447,Bolton,Birmingham,3,4,1,3,4,4,W,D,M,W,D,M,12,13,10,13,8,9,7,7,0,0,5,4,4,6,14,10,3,D
6398,Man City,Man United,88,60,21,23,84,68,W,W,W,W,W,W,18,17,11,5,4,6,5,2,0,0,11,10,3,1,3,6,32,A
2580,Aston Villa,Sunderland,52,26,39,48,49,27,L,D,D,L,L,D,16,5,11,9,10,3,4,6,1,0,6,4,7,3,11,19,31,A
2156,Tottenham,Man United,29,57,36,18,33,60,L,D,L,W,L,W,10,9,21,10,5,4,10,6,0,0,5,6,7,6,5,2,26,A
6551,Fulham,Bournemouth,11,16,25,12,5,17,L,L,L,D,W,W,9,21,10,10,4,4,2,7,0,0,4,4,6,7,19,11,10,A
2231,Everton,Charlton,44,29,29,49,51,32,D,W,D,D,D,W,9,14,8,3,7,10,5,1,0,0,7,4,1,7,11,13,34,H
6683,Man United,Brighton,44,24,32,30,41,26,W,W,W,L,D,W,13,16,7,13,8,7,0,6,0,0,4,2,2,5,2,15,23,H
4061,Man City,Bolton,67,29,19,54,63,20,W,W,W,L,L,L,20,17,8,13,13,10,1,8,0,0,10,8,7,7,2,12,27,H
4152,Wigan,Newcastle,34,53,60,46,34,62,L,W,W,L,W,W,9,12,11,16,5,7,3,11,0,0,0,3,1,4,16,13,36,H
486,Southampton,Fulham,7,14,8,10,13,15,W,W,D,L,D,W,13,19,6,12,7,13,2,6,0,1,4,8,7,6,12,13,11,H
6419,West Brom,Liverpool,26,75,52,35,21,67,D,L,L,D,W,W,15,8,10,16,3,3,3,6,0,0,5,1,2,6,10,4,34,D
4665,Southampton,Hull,11,8,4,10,19,14,D,W,D,W,L,L,10,20,25,10,2,6,2,4,0,0,5,10,4,4,15,19,11,H
3466,West Brom,Birmingham,2,6,8,5,4,6,D,L,W,D,D,W,15,14,15,9,8,5,3,5,0,0,9,6,4,1,19,10,5,H
4105,Wolves,Bolton,31,36,65,60,22,29,L,L,L,W,W,W,10,7,19,12,6,3,11,6,0,0,5,4,4,11,17,12,31,A
521,Everton,West Brom,17,10,15,21,26,12,W,W,W,D,D,L,9,11,10,5,6,2,5,1,0,0,4,7,8,4,15,19,15,H
3910,Man City,Newcastle,39,17,10,8,31,25,W,W,W,W,W,W,16,18,10,6,8,9,6,2,0,0,1,5,5,2,2,13,12,H
6674,Crystal Palace,Watford,19,30,26,31,22,29,W,L,D,D,D,L,17,4,11,12,4,0,3,5,0,0,10,3,2,3,10,14,22,A
2598,Liverpool,Everton,55,48,24,26,59,57,L,W,W,D,L,W,8,19,14,7,4,8,7,4,1,0,4,7,4,3,3,6,32,H
1100,Leicester,Man City,41,47,59,50,28,34,L,L,L,L,D,D,8,12,15,9,4,5,7,8,0,0,4,4,6,3,19,9,35,D
5933,Hull,Liverpool,20,52,47,28,17,46,D,L,W,D,L,D,6,9,7,16,2,4,3,5,0,0,1,7,3,6,19,8,24,H
2292,Fulham,Bolton,1,1,2,3,0,0,L,M,M,L,M,M,12,0,13,0,9,0,9,0,0,0,4,0,4,0,16,7,2,H
3660,Blackpool,West Ham,35,24,44,43,28,21,L,L,L,D,L,L,13,6,13,7,8,4,5,6,0,1,10,6,2,4,19,17,25,A
2119,Bolton,Man City,27,17,18,24,39,26,W,W,W,W,W,L,12,10,7,11,7,7,5,8,0,0,8,5,2,5,8,15,22,D
6317,West Ham,Bournemouth,29,24,41,35,25,24,W,D,W,W,D,W,8,3,13,26,6,1,5,8,0,0,3,1,4,12,11,8,24,D
2426,Tottenham,Birmingham,24,13,25,22,12,11,D,W,D,L,L,L,9,19,4,13,5,8,3,8,0,0,8,5,4,8,5,19,15,A
2076,Man City,Tottenham,14,20,20,21,20,25,L,D,W,W,W,L,15,14,13,22,7,12,9,11,1,0,4,9,5,7,15,5,18,A
154,Sunderland,Chelsea,13,19,15,12,19,23,W,L,W,L,W,D,15,12,20,14,6,5,5,5,0,0,3,3,8,2,7,6,16,D
3625,Blackburn,Liverpool,26,24,31,27,25,25,W,L,D,L,W,L,6,12,13,16,4,8,9,7,1,0,5,5,7,7,9,7,21,H
4747,Everton,Southampton,29,25,17,18,34,27,L,W,W,W,L,D,26,14,11,12,9,6,6,5,1,0,11,8,3,2,6,15,19,H
5198,Southampton,Liverpool,38,36,17,29,46,42,D,W,L,W,D,W,21,16,16,17,7,5,7,6,0,0,8,4,5,6,8,2,26,A
6138,Brighton,Newcastle,4,6,7,4,4,9,L,W,D,W,W,W,9,12,14,16,2,6,3,8,0,0,4,2,7,5,19,19,6,H
759,West Brom,Newcastle,27,61,63,46,25,68,D,L,L,W,W,D,13,9,18,18,7,5,9,9,0,0,2,4,8,8,19,4,38,D
6580,Brighton,Leicester,13,17,18,16,14,17,L,L,W,D,W,D,7,5,22,13,3,3,5,5,1,0,1,4,12,12,15,9,13,D
6230,Burnley,Watford,14,25,12,26,25,22,L,W,L,D,L,W,14,10,6,12,4,4,2,3,0,0,7,6,7,5,16,17,16,H
4778,Swansea,Tottenham,26,26,30,25,21,40,L,L,D,W,W,W,13,15,10,9,2,4,4,4,0,0,5,8,5,2,10,5,22,A
2754,Hull,Chelsea,14,19,11,4,20,20,W,W,W,L,W,W,16,12,14,21,10,4,5,14,0,0,5,3,4,7,19,2,10,A
6413,West Ham,Stoke,41,30,59,63,35,27,D,D,W,L,L,L,18,5,10,8,6,2,4,2,0,0,10,6,6,5,11,13,34,D
3850,Chelsea,Swansea,8,3,6,5,10,5,L,W,W,W,L,D,20,16,7,10,9,8,5,5,0,0,10,7,2,5,3,19,6,H
5482,Man United,Norwich,21,18,12,28,29,14,L,D,D,D,L,D,11,21,9,6,5,1,2,1,0,0,7,6,5,1,4,19,17,A
4368,Arsenal,Newcastle,32,20,18,26,30,20,W,W,W,W,L,L,10,25,18,17,8,17,8,8,0,0,4,7,10,12,3,5,19,H
4989,Tottenham,West Brom,7,2,5,7,7,2,D,L,W,L,L,D,15,7,11,16,6,1,1,2,0,0,5,7,9,7,6,17,5,A
6140,Bournemouth,Leicester,4,9,11,12,3,4,L,W,L,L,D,L,8,15,12,10,4,3,7,1,0,0,6,6,3,4,8,12,7,D
4404,West Ham,QPR,25,17,28,36,27,14,D,L,W,D,W,L,22,9,4,8,13,4,1,5,0,0,12,6,2,2,19,17,23,D
3918,Tottenham,Aston Villa,23,16,15,15,25,15,W,W,W,W,D,L,20,8,12,10,9,8,6,5,0,0,11,1,6,6,5,9,12,H
620,Chelsea,Leeds,41,31,23,29,41,31,L,W,L,D,L,W,10,15,10,4,5,7,4,3,0,0,6,8,6,8,6,5,25,H
6366,Watford,West Brom,38,22,47,42,33,20,W,L,W,L,L,L,13,11,10,8,5,4,3,1,0,0,6,7,6,7,17,10,29,H
13,Ipswich,Derby,0,2,1,1,0,3,L,M,M,W,M,M,10,0,7,0,4,0,3,0,0,0,1,0,4,0,5,16,2,H
6395,Brighton,Huddersfield,28,25,42,52,34,31,L,L,W,L,D,L,15,10,6,30,3,4,2,4,0,0,6,3,4,12,19,19,32,D
6476,Brighton,Man United,0,2,2,1,0,3,L,M,M,W,M,M,6,0,8,0,0,0,6,0,0,0,2,0,2,0,15,2,2,H
1689,Chelsea,Fulham,35,16,7,21,43,16,W,W,W,L,D,W,11,17,7,8,8,9,3,1,0,0,5,6,2,3,1,13,17,H
1573,Man City,Bolton,7,6,4,4,11,8,D,W,W,D,W,W,5,16,12,10,3,9,6,6,0,0,5,12,4,7,8,6,6,A
6038,West Brom,Leicester,39,41,42,54,44,37,L,L,L,L,D,L,7,17,7,6,2,6,3,2,0,0,4,7,1,5,14,1,34,A
1373,Everton,Charlton,28,27,24,33,44,34,D,W,L,W,L,L,13,17,10,9,5,7,6,6,0,0,6,8,4,8,17,8,24,A
822,Leicester,Man United,9,9,9,2,5,13,L,W,L,D,W,L,9,19,9,14,3,11,7,9,0,0,4,9,4,3,19,1,7,A
4562,Norwich,Everton,0,0,0,0,0,0,M,M,M,M,M,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6,1,D
1123,Man United,Chelsea,61,65,34,29,71,75,L,L,W,W,L,D,9,11,12,17,5,4,7,6,0,0,4,3,12,5,1,4,37,D
1801,Everton,Fulham,21,37,36,43,37,32,D,L,W,L,L,W,13,12,7,10,5,6,4,6,0,0,9,4,0,5,4,13,29,H
1526,Sunderland,Charlton,0,0,0,0,0,0,M,M,M,M,M,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,11,1,A
6554,Southampton,Newcastle,6,6,14,14,6,2,D,L,L,L,L,L,8,15,27,13,4,6,6,8,0,0,4,4,10,6,17,12,10,D
5857,Tottenham,Hull,24,14,11,32,27,12,L,W,L,D,L,D,12,28,15,6,4,15,6,2,0,0,8,5,4,7,3,19,16,H
2510,Arsenal,Newcastle,46,27,17,39,54,27,W,D,W,D,L,L,11,16,13,7,4,9,5,5,0,0,3,14,9,1,4,13,24,H
1753,Portsmouth,Bolton,16,29,39,22,17,38,L,L,L,D,D,W,10,14,12,8,4,8,9,2,0,0,2,4,4,4,16,6,24,D
6517,Man United,Wolves,8,5,8,5,9,8,W,W,L,W,W,D,9,21,30,15,6,9,7,6,1,0,8,5,8,4,2,19,6,D
2885,West Ham,Hull,29,29,31,42,29,27,W,D,W,L,L,L,11,12,4,5,7,11,3,0,0,0,3,3,4,3,10,19,23,H
2815,Newcastle,Stoke,17,15,22,25,15,18,D,D,D,D,W,L,10,2,10,9,5,0,5,7,0,0,2,1,5,4,12,19,16,D
1186,Portsmouth,Crystal Palace,9,3,7,8,7,1,W,W,L,L,L,L,16,21,6,7,7,13,2,4,0,0,8,6,2,1,14,19,5,H
2528,Newcastle,Middlesbrough,27,21,42,37,27,25,L,D,L,W,D,D,7,13,7,10,3,5,3,5,0,0,2,9,4,3,13,12,25,D
3901,Blackburn,Chelsea,13,23,23,15,6,19,D,L,D,L,L,W,12,19,12,14,7,8,10,7,0,0,2,8,3,6,15,3,11,A
4370,Fulham,Swansea,29,27,34,23,21,25,D,L,L,D,D,L,10,7,10,14,2,6,4,10,0,0,3,2,4,3,8,11,20,A
1204,Middlesbrough,Chelsea,11,6,10,1,10,14,L,W,W,D,D,W,16,14,20,18,11,6,8,10,0,0,3,6,9,9,11,2,7,A
1119,Birmingham,Liverpool,42,49,44,36,48,53,D,D,L,W,D,L,14,7,9,18,9,4,4,10,0,0,9,3,4,14,14,5,36,A
3208,Aston Villa,Stoke,26,15,14,19,29,21,W,W,D,D,L,D,8,13,14,5,5,6,5,4,0,0,4,9,5,2,6,11,17,H
4178,West Brom,Arsenal,43,71,49,47,47,67,D,D,W,D,D,D,17,13,20,17,13,7,13,10,0,0,4,10,6,6,11,4,38,A
4906,Man City,West Brom,91,41,35,54,74,33,W,D,L,L,D,W,19,16,10,6,6,4,3,5,0,0,8,3,2,2,2,8,35,H
4164,Man United,Swansea,86,43,33,49,83,44,L,D,W,D,D,W,4,20,10,20,2,11,8,12,0,0,8,5,2,10,1,19,37,H
127,Southampton,Charlton,10,16,22,17,7,14,L,L,L,D,W,L,8,16,18,9,4,6,9,4,0,0,6,10,13,6,10,9,13,H
1524,Middlesbrough,Liverpool,0,0,0,0,0,0,M,M,M,M,M,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,1,D
1543,Arsenal,Fulham,2,1,1,2,3,1,L,W,M,L,D,M,9,15,8,15,3,12,4,7,0,0,7,8,1,6,2,13,3,H
6147,Arsenal,Brighton,9,5,8,7,10,7,W,D,W,W,L,W,16,11,7,9,6,2,3,2,0,0,7,1,2,4,5,19,7,H
3947,Sunderland,Blackburn,16,21,17,32,11,10,L,L,D,W,L,D,18,17,14,16,12,11,9,12,0,0,3,3,3,6,10,15,15,H
5217,West Ham,Chelsea,39,57,33,22,39,63,L,D,D,W,D,W,22,12,12,14,5,5,3,5,0,0,11,9,4,7,13,3,28,A
1953,Man City,West Ham,3,6,8,7,4,5,L,L,W,L,D,L,15,15,10,7,8,8,7,1,0,0,3,4,5,3,15,9,6,H
4377,QPR,Liverpool,16,28,33,26,10,25,L,L,W,L,W,L,18,5,12,22,8,4,6,12,0,0,14,3,8,8,17,9,20,A
6073,Hull,Tottenham,36,79,73,25,34,83,L,L,D,W,W,L,9,16,26,14,0,6,12,7,0,0,7,7,4,8,19,3,38,A
383,Fulham,Bolton,0,0,0,0,0,0,M,M,M,M,M,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,16,1,H
5038,Man City,Man United,19,16,10,13,17,13,L,W,W,D,D,W,21,20,19,22,5,12,7,7,0,0,8,3,4,11,1,7,10,H
4883,Everton,Arsenal,52,56,31,37,63,64,W,W,W,D,D,L,14,14,10,13,8,7,3,4,0,0,3,6,6,7,6,4,33,H
895,Wolves,Newcastle,8,19,26,18,10,19,L,D,L,W,L,D,8,11,17,4,4,4,10,3,0,0,3,8,4,0,19,3,14,D
1274,Middlesbrough,Liverpool,22,21,16,15,22,20,W,D,W,L,W,L,11,14,17,18,7,5,10,5,0,0,10,3,5,7,11,4,14,H
1388,Fulham,Aston Villa,31,27,40,29,28,31,W,W,D,L,W,L,6,8,10,22,3,4,6,10,0,0,3,7,2,7,9,5,25,D
232,Sunderland,Middlesbrough,19,22,25,31,28,26,D,L,D,W,D,L,16,6,6,11,8,1,2,3,0,1,11,5,3,2,7,14,24,A
1727,Charlton,Birmingham,26,15,30,29,28,16,W,L,W,W,L,D,11,11,8,9,4,4,4,3,0,0,2,2,8,4,11,12,21,H
1556,Birmingham,Charlton,1,7,5,1,1,9,L,L,D,W,W,W,14,9,12,21,8,2,8,10,0,0,2,9,1,4,12,11,4,A
1055,Man City,Fulham,41,42,42,40,30,39,L,W,L,L,W,D,21,17,5,19,14,11,1,10,1,0,5,7,1,4,9,13,30,D
4129,Norwich,Man City,44,75,51,26,40,71,D,L,W,L,D,D,14,16,7,19,11,8,2,10,0,1,2,7,6,17,19,2,33,A
6597,Arsenal,Tottenham,28,23,16,11,27,30,W,D,D,W,W,W,20,10,18,11,4,3,9,2,0,0,8,11,4,6,6,3,14,H
4610,Aston Villa,Man City,6,12,6,4,6,10,W,L,L,W,D,W,16,10,18,10,4,1,5,3,0,0,4,4,8,4,14,2,6,H
3547,Wolves,Bolton,11,18,20,17,9,16,L,L,W,D,W,L,14,8,10,18,7,6,5,8,0,0,5,2,10,7,15,14,13,A
3777,Wolves,West Brom,38,51,61,65,34,43,D,L,D,W,D,L,7,5,8,10,2,1,4,4,0,1,2,11,3,1,15,19,36,H
190,Blackburn,Derby,25,14,24,35,22,16,L,W,L,L,W,L,7,7,6,10,3,4,3,7,1,1,3,3,1,4,19,16,20,A
591,Blackburn,Middlesbrough,28,25,25,20,29,29,D,D,W,L,W,L,11,10,12,13,3,5,4,5,0,1,4,4,8,5,10,11,22,H
5641,Sunderland,Leicester,36,55,57,31,27,69,L,D,D,W,W,W,15,22,11,8,1,7,4,3,0,0,1,9,7,7,17,14,33,A
802,Chelsea,Tottenham,10,2,6,5,10,4,W,D,W,L,D,W,12,12,18,9,6,5,6,4,0,0,10,3,9,5,4,10,5,H
2295,Reading,Chelsea,0,3,0,2,1,3,D,M,M,W,M,M,3,0,19,0,2,0,11,0,1,0,3,0,5,0,8,2,2,A
4827,Norwich,Tottenham,19,36,39,32,25,50,L,D,L,W,W,D,13,7,15,8,6,2,8,2,0,0,5,4,6,9,11,5,27,H
1799,Bolton,West Ham,37,41,28,36,45,42,W,L,W,D,W,W,19,11,7,13,10,3,3,8,0,0,7,5,1,4,6,19,28,H
184,Ipswich,Leicester,17,12,28,32,12,15,W,L,L,D,D,L,12,14,10,5,4,3,4,4,0,1,5,4,6,3,5,13,19,H
5286,Chelsea,Crystal Palace,68,42,27,47,80,42,W,D,W,L,L,W,11,7,7,19,4,3,3,4,0,0,6,2,0,7,3,11,35,H
3306,Bolton,Wolves,29,21,49,44,23,24,L,D,L,L,W,L,10,8,11,8,7,0,7,4,0,0,3,9,1,5,13,19,27,H
2125,West Ham,Fulham,12,22,33,32,18,27,L,L,L,D,D,D,9,12,16,11,3,6,4,6,0,0,3,6,6,5,9,12,23,D
896,Arsenal,Fulham,28,24,10,18,33,21,W,W,W,W,L,L,9,9,8,11,6,3,4,7,0,0,6,9,2,5,2,13,14,D
6394,Bournemouth,Crystal Palace,37,30,49,48,36,30,W,L,D,W,L,L,17,14,17,9,5,3,6,2,0,0,3,4,7,3,8,14,32,D
4618,Sunderland,Liverpool,3,5,11,3,1,10,L,L,L,L,D,W,7,17,10,12,0,2,5,5,0,0,6,6,6,7,17,7,6,A
2628,Man City,Portsmouth,39,47,40,33,52,57,W,L,L,D,W,W,7,14,17,18,5,7,8,9,0,0,2,7,2,4,14,9,35,H
4653,Man City,Norwich,21,6,11,13,16,8,L,W,W,D,L,L,15,16,31,12,6,9,10,6,0,0,6,5,13,1,2,11,10,H
3486,Wigan,Wolves,2,7,13,10,5,5,D,L,D,L,L,L,17,9,14,5,10,3,12,2,0,0,7,3,5,4,16,15,7,H
4890,Sunderland,Everton,31,53,56,31,26,66,D,L,L,W,W,W,11,24,20,14,3,6,3,8,0,0,6,6,6,3,17,6,34,A
3636,Wigan,Fulham,18,22,33,24,21,22,D,L,D,W,L,W,10,9,12,12,7,4,6,4,0,0,4,3,7,1,16,12,22,D
723,Liverpool,Charlton,51,41,36,48,58,46,W,W,L,L,L,L,8,17,7,7,2,11,5,5,0,0,3,5,8,11,2,14,35,H
1851,Bolton,Chelsea,43,64,38,20,48,82,L,L,L,W,D,W,7,7,14,13,4,4,5,4,1,1,4,2,5,8,6,1,34,A
2279,Watford,Newcastle,28,37,58,46,27,42,W,L,D,L,L,D,4,13,14,18,4,3,6,11,0,0,2,7,5,10,19,7,38,D
6519,West Ham,Chelsea,5,14,11,4,3,15,W,L,L,W,W,W,9,13,18,24,4,3,7,6,0,0,2,4,5,7,13,5,6,D
4714,Man City,Arsenal,41,30,15,11,29,35,D,W,W,D,W,W,13,15,11,20,3,5,5,7,0,0,4,3,3,11,2,4,16,H
4647,Sunderland,Newcastle,5,11,20,14,1,11,L,L,L,D,W,L,6,6,14,20,1,2,4,10,0,1,2,4,3,3,17,16,9,H
1166,Southampton,Bolton,3,4,4,3,3,3,W,L,M,L,W,M,13,6,10,21,7,2,4,11,0,0,3,6,4,9,12,7,3,A
2051,Everton,West Ham,18,10,15,18,21,14,L,D,W,L,W,L,7,9,16,12,4,6,11,7,0,0,2,7,14,5,11,9,16,H
1398,Chelsea,Man City,49,31,8,27,64,32,W,W,W,D,L,W,6,14,5,11,3,9,1,5,0,0,4,2,3,11,2,16,26,D
4212,Man United,Wigan,6,4,5,4,6,4,W,W,L,D,W,L,18,20,9,12,9,11,5,8,0,0,7,8,2,3,2,15,4,H
5013,Everton,Aston Villa,13,4,16,9,6,10,L,D,L,L,L,L,10,11,6,7,6,5,1,1,0,0,6,2,0,2,5,14,8,H
5388,Watford,Crystal Palace,5,8,5,7,9,9,W,W,L,L,L,W,13,17,12,10,4,6,4,2,0,0,5,1,5,4,19,10,7,A
3963,Fulham,Man United,18,37,18,14,18,39,W,L,W,W,W,W,16,12,19,22,9,7,12,18,0,0,8,5,10,8,8,1,17,A
5931,Crystal Palace,Sunderland,32,20,41,42,19,16,W,L,L,D,L,L,11,8,3,9,4,2,1,3,0,0,3,8,2,4,15,17,24,A
2218,Wigan,Bolton,30,36,45,38,33,50,L,D,W,W,L,L,6,6,19,7,1,3,12,0,0,0,9,7,11,5,10,8,32,A
5310,Arsenal,West Brom,67,37,35,47,72,44,D,D,L,W,D,W,28,5,9,8,8,3,5,3,0,0,5,5,3,2,4,17,38,H
4768,Stoke,Liverpool,19,46,30,23,22,39,D,L,L,W,L,L,10,2,17,8,4,1,6,4,0,0,2,1,3,2,13,7,21,A
116,Fulham,Newcastle,12,21,12,14,14,20,W,W,D,W,W,L,14,19,17,6,6,5,7,4,0,0,8,6,13,3,19,11,12,H
6232,Huddersfield,Brighton,9,14,26,19,15,17,L,L,L,L,D,L,5,7,6,10,3,2,2,4,0,0,5,2,2,10,19,19,16,H
4497,Aston Villa,Fulham,32,43,58,47,30,39,L,W,W,L,W,W,10,10,5,9,7,6,3,5,0,0,7,9,3,3,16,8,32,D
6797,Huddersfield,Watford,19,47,63,48,14,46,L,L,L,L,W,L,10,15,11,15,4,5,3,7,0,1,8,5,6,6,16,14,34,A
3705,Wolves,Tottenham,31,41,46,34,28,48,W,D,L,D,L,W,15,6,15,25,11,2,10,10,0,0,11,1,4,7,15,4,29,D
2357,Aston Villa,West Ham,11,9,8,7,11,10,D,W,L,L,L,W,7,8,9,13,7,3,4,8,0,0,3,6,3,5,11,15,8,H
3818,Man United,Tottenham,2,0,1,3,3,0,W,M,M,L,M,M,11,0,20,0,5,0,12,0,0,0,5,0,3,0,1,5,2,H
4840,West Brom,Man United,31,46,42,31,25,48,L,D,D,W,W,D,14,16,14,14,3,5,5,5,0,0,3,8,5,4,8,1,29,A
5705,Middlesbrough,Stoke,0,0,0,0,0,0,M,M,M,M,M,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,9,1,D
6169,Tottenham,Liverpool,15,13,5,12,17,13,W,W,W,D,D,W,18,14,19,17,6,7,5,2,0,0,9,7,7,5,2,4,9,H
2612,Derby,Aston Villa,16,56,68,44,11,52,L,D,L,W,L,L,7,19,10,13,5,13,6,6,0,0,8,4,5,7,19,11,34,A
5745,West Brom,West Ham,2,5,3,9,4,3,L,D,L,L,L,W,12,13,19,9,2,2,4,2,0,0,5,5,4,4,14,7,5,H
506,Southampton,Blackburn,12,18,12,13,16,19,L,W,W,D,W,W,12,13,17,3,5,8,6,2,0,0,2,3,10,3,12,10,13,D
427,West Ham,West Brom,2,4,9,9,1,3,L,L,D,W,L,L,5,9,8,8,3,4,5,6,0,0,8,8,5,1,7,19,5,A
5583,Watford,Bournemouth,29,30,28,44,36,28,W,L,D,L,L,W,10,3,11,17,3,0,2,4,0,0,5,1,9,7,19,19,27,D
2755,Liverpool,Portsmouth,14,10,6,14,23,14,W,W,W,D,D,W,8,17,21,8,3,7,12,3,0,0,2,5,8,2,4,8,10,H
928,Arsenal,Wolves,30,13,11,35,38,11,W,D,D,L,L,D,11,8,8,16,7,5,5,8,0,0,5,5,6,5,2,19,17,H
1809,Birmingham,Tottenham,23,40,39,26,24,49,D,L,W,W,D,D,6,14,10,10,1,5,5,4,0,0,6,4,6,4,12,9,29,A
2774,Wigan,Stoke,13,13,16,19,11,13,W,L,L,W,W,L,12,5,7,9,8,2,5,6,0,0,6,2,3,4,14,19,12,D
4541,Everton,West Ham,52,41,38,49,60,43,D,W,L,D,L,W,11,17,9,9,4,10,3,6,0,0,5,7,7,4,7,19,37,H
4004,Man United,Bolton,49,25,20,43,45,16,L,L,W,W,D,L,6,26,12,13,6,13,7,9,0,0,4,17,10,3,1,12,21,H
633,Southampton,Man United,28,42,23,24,39,50,W,L,D,W,W,W,12,8,13,10,6,4,8,8,0,0,2,6,6,6,12,3,26,A
586,Southampton,Sunderland,22,13,19,28,29,18,D,D,D,L,D,W,10,10,18,11,6,4,6,7,0,0,5,4,8,10,12,17,21,H
2818,West Ham,Tottenham,17,17,22,21,18,15,D,W,D,L,W,L,7,10,14,16,3,5,6,7,0,0,5,2,5,6,10,11,16,A
1236,Middlesbrough,Portsmouth,16,13,12,12,14,12,W,D,L,D,W,D,16,13,3,11,10,9,1,6,0,0,10,2,0,3,11,14,10,D
2820,Liverpool,Hull,24,24,9,25,37,26,W,D,D,W,D,D,10,21,17,6,6,8,7,5,0,0,6,17,8,3,4,19,17,D
1940,Everton,Wigan,8,4,2,5,10,4,W,W,D,D,L,W,8,6,10,11,6,2,7,5,0,0,2,2,2,9,11,10,5,D
5906,Watford,Middlesbrough,23,17,36,22,22,19,L,L,D,D,L,L,9,6,9,9,2,2,1,2,0,0,6,0,2,2,13,19,21,D
511,Man City,Charlton,14,10,19,18,17,11,W,W,W,L,D,L,11,10,5,19,6,4,1,12,0,0,0,4,3,6,19,14,14,A
2511,Bolton,Fulham,24,23,34,42,21,15,D,L,W,L,L,L,7,9,5,9,5,5,0,2,0,0,6,2,4,7,7,16,24,D
3223,Wigan,Blackburn,21,17,39,32,19,19,D,L,D,L,L,D,14,8,13,8,8,5,9,4,0,0,6,0,5,7,12,14,19,D
4411,QPR,Man City,18,45,37,19,15,51,D,D,W,W,W,W,9,4,20,16,6,1,11,9,0,0,2,2,1,7,17,1,24,D
4972,Crystal Palace,Burnley,5,1,8,4,1,1,D,L,L,D,L,L,12,9,9,12,7,4,3,1,0,0,4,6,3,3,11,19,4,D
2611,Bolton,West Ham,30,35,52,40,26,44,L,L,D,L,L,D,6,13,10,10,3,9,8,4,0,0,4,8,7,4,7,15,34,H
1644,Tottenham,West Ham,13,16,8,11,20,19,L,D,D,D,W,L,9,11,8,10,7,3,4,6,0,0,5,6,7,8,9,19,13,D
2594,Portsmouth,Wigan,44,28,33,45,50,31,L,W,W,L,W,D,4,13,14,10,4,5,7,7,0,1,2,3,9,8,9,18,32,H
5421,Crystal Palace,Man United,12,15,11,8,15,20,L,L,W,D,W,L,9,6,6,10,4,1,1,7,0,0,2,1,6,3,10,4,11,D
5609,Norwich,Man City,31,52,53,31,24,50,L,L,D,W,L,L,13,9,22,4,2,1,9,2,0,0,4,4,9,2,19,2,29,D
5258,QPR,Chelsea,35,64,55,26,25,73,W,L,L,W,W,W,12,14,9,19,7,1,1,10,0,0,4,1,6,9,19,3,32,A
4312,Everton,Arsenal,23,23,17,13,21,20,D,L,W,D,W,D,14,21,13,13,9,11,6,10,0,0,4,13,6,6,7,3,14,D
1877,Chelsea,Man United,69,68,20,31,88,79,W,W,W,W,D,W,15,5,11,24,8,3,5,11,0,0,6,1,5,16,1,3,36,H
3770,Bolton,Sunderland,48,39,48,52,46,41,L,L,W,L,W,L,11,14,11,11,3,6,7,7,0,0,10,7,5,7,14,13,36,A
6467,Arsenal,Man City,0,0,0,0,0,0,M,M,M,M,M,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,1,A
3375,Tottenham,Arsenal,60,75,33,34,61,71,W,L,W,W,D,W,13,12,23,13,10,9,13,8,0,0,4,6,10,6,8,4,34,H
1093,Man City,Southampton,46,38,47,33,34,45,D,D,D,W,L,W,9,14,9,16,8,8,5,8,0,0,3,5,3,3,9,8,34,A
5428,Southampton,Bournemouth,16,12,13,22,14,8,D,D,W,L,L,D,8,14,11,5,3,6,3,1,1,0,7,6,4,7,7,19,11,H
3209,Blackburn,Tottenham,16,35,28,22,19,27,D,D,D,L,D,D,14,9,18,19,9,3,10,11,0,0,4,1,1,6,14,8,17,A
5573,Everton,West Brom,46,23,34,32,35,29,W,W,L,L,D,D,14,18,7,17,6,7,0,7,0,0,4,3,4,7,11,13,26,A
4532,West Brom,Wigan,48,42,47,64,48,35,L,W,D,W,D,L,17,11,13,6,11,9,8,4,0,0,7,6,5,3,12,15,36,A
5114,Everton,Stoke,27,18,27,23,21,19,L,W,L,L,D,W,13,13,13,7,4,5,2,3,0,0,6,1,6,8,5,9,18,A
4141,QPR,Tottenham,38,57,57,39,31,59,L,W,L,L,L,D,16,16,17,13,6,8,8,9,0,0,8,6,13,10,19,5,35,H
2414,Newcastle,Liverpool,19,22,21,6,18,27,L,D,L,W,W,D,6,9,17,20,2,5,11,12,0,0,0,4,8,8,13,3,14,A
