,Date,H_name,A_name,H_GoalsScored,A_GoalsScored,H_GoalsConceded,A_GoalsConceded,H_Points,A_Points,H_Results1,H_Results2,H_Results3,A_Results1,A_Results2,A_Results3,H_Shots1,H_Shots2,A_Shots1,A_Shots2,H_ShotsTarget1,H_ShotsTarget2,A_ShotsTarget1,A_ShotsTarget2,H_Red1,A_Red1,H_Corners1,H_Corners2,A_Corners1,A_Corners2,H_LastPosition,A_LastPosition,MatchDay,Result
158,2001-12-15,Everton,Derby,20,11,19,24,20,13,L,W,D,W,L,L,5,13,16,12,3,7,6,4,1,0,7,5,5,5,15,16,16,H
159,2001-12-15,Middlesbrough,Man United,17,31,20,27,19,21,W,D,D,L,L,L,8,9,17,12,5,4,6,5,0,0,3,3,12,7,14,1,16,A
160,2001-12-15,Newcastle,Blackburn,27,22,19,19,30,19,W,W,D,L,L,D,15,7,14,14,6,5,6,4,0,0,10,2,8,7,11,19,17,H
161,2001-12-15,Southampton,Sunderland,17,13,24,15,16,20,W,W,L,D,W,L,14,10,11,15,5,5,6,6,0,0,3,4,6,3,10,7,17,H
162,2001-12-15,Tottenham,Fulham,25,17,23,13,24,23,L,W,W,D,W,D,14,14,8,10,5,6,4,4,0,0,9,5,3,6,12,19,17,H
163,2001-12-15,West Ham,Arsenal,18,34,28,18,19,30,W,D,L,D,W,W,8,14,16,15,4,8,6,8,0,0,4,5,6,9,17,2,17,D
164,2001-12-16,Chelsea,Liverpool,19,25,12,15,24,33,D,L,W,L,D,W,10,20,16,16,3,5,8,7,0,0,6,8,6,7,6,3,17,H
165,2001-12-16,Leeds,Leicester,20,9,11,29,29,13,D,W,D,L,W,D,14,10,8,6,7,7,4,4,0,0,8,7,5,8,4,13,17,D
166,2001-12-17,Aston Villa,Ipswich,21,14,18,25,24,9,L,D,L,L,L,D,8,12,9,7,5,5,5,2,0,0,3,6,8,12,8,5,17,H
167,2001-12-18,Arsenal,Newcastle,34,27,18,19,30,30,D,W,W,W,W,D,16,15,15,7,6,8,6,5,0,0,6,9,10,2,2,11,17,A
168,2001-12-19,Leeds,Everton,20,21,11,19,29,23,D,W,D,W,L,W,14,10,22,5,7,7,12,3,0,0,8,7,9,7,4,15,17,H
169,2001-12-22,Charlton,Blackburn,21,22,20,19,21,19,W,W,D,L,L,D,11,11,14,14,6,5,6,4,0,0,9,1,8,7,9,19,17,A
170,2001-12-22,Derby,Aston Villa,11,23,30,19,13,27,L,L,W,W,L,D,3,8,10,8,2,5,5,5,0,0,3,6,1,3,16,8,18,H
171,2001-12-22,Leeds,Newcastle,23,30,13,20,32,33,W,D,W,W,W,W,18,14,4,15,7,7,3,6,0,1,5,8,4,10,4,11,18,A
172,2001-12-22,Leicester,West Ham,11,19,31,29,14,20,D,L,W,D,W,D,5,8,8,8,4,4,4,4,0,0,3,5,7,4,13,17,18,D
173,2001-12-22,Man United,Southampton,37,18,27,30,27,16,W,W,L,L,W,W,14,20,6,14,5,11,3,5,0,0,8,5,6,3,1,10,18,H
174,2001-12-22,Sunderland,Everton,13,23,17,22,20,23,L,D,W,L,W,L,5,11,8,22,3,6,3,12,0,0,1,6,2,9,7,15,18,H
175,2001-12-22,Tottenham,Ipswich,29,15,23,27,27,9,W,L,W,L,L,L,10,14,14,9,6,5,3,5,0,0,3,9,4,8,12,5,18,A
176,2001-12-23,Chelsea,Bolton,23,20,12,21,27,21,W,D,L,D,L,L,16,10,13,6,10,3,6,3,0,0,5,6,7,4,6,19,18,H
177,2001-12-23,Liverpool,Arsenal,26,35,17,21,33,30,L,L,D,L,D,W,15,16,19,16,2,8,8,6,0,1,6,6,4,6,3,2,18,A
178,2001-12-26,Arsenal,Chelsea,35,23,21,12,30,27,L,D,W,W,D,L,19,16,16,10,8,6,10,3,1,0,4,6,5,6,2,6,18,H
179,2001-12-26,Aston Villa,Liverpool,23,26,19,17,27,33,W,L,D,L,L,D,10,8,15,16,5,5,2,8,0,0,1,3,6,6,8,3,18,A
180,2001-12-26,Blackburn,Sunderland,25,14,21,17,22,23,W,L,L,W,L,D,7,8,10,5,4,6,5,3,0,0,3,6,6,1,19,7,19,A
181,2001-12-26,Bolton,Leeds,21,26,26,17,21,32,L,D,L,L,W,D,10,13,15,18,4,6,6,7,0,0,4,7,2,5,19,4,19,A
182,2001-12-26,Everton,Man United,23,43,23,28,23,30,L,L,W,W,W,W,8,8,12,14,5,3,7,5,0,0,5,2,8,8,15,1,19,A
183,2001-12-26,Fulham,Charlton,17,21,17,22,24,22,D,L,D,L,D,W,10,12,10,6,4,1,2,4,0,0,4,6,4,4,19,9,19,D
184,2001-12-26,Ipswich,Leicester,17,12,28,32,12,15,W,L,L,D,D,L,12,14,10,5,4,3,4,4,0,1,5,4,6,3,5,13,19,H
185,2001-12-26,Newcastle,Middlesbrough,34,17,23,26,36,19,W,W,W,L,L,L,13,4,5,6,7,3,2,3,0,0,9,4,2,5,11,14,19,H
186,2001-12-26,Southampton,Tottenham,19,30,30,25,19,27,W,L,W,L,W,L,6,6,12,10,5,3,6,6,0,1,4,6,9,3,10,12,19,H
187,2001-12-26,West Ham,Derby,20,14,30,31,21,16,D,D,W,W,L,L,7,8,10,3,3,4,7,2,0,0,7,7,4,3,17,16,19,H
188,2001-12-29,Arsenal,Middlesbrough,37,17,22,26,33,19,W,L,D,L,L,L,11,19,5,6,3,8,2,3,1,0,4,4,2,5,2,14,19,H
189,2001-12-29,Aston Villa,Tottenham,24,30,22,25,27,27,L,W,L,L,W,L,10,10,12,10,3,5,6,6,0,1,5,1,9,3,8,12,19,D
190,2001-12-29,Blackburn,Derby,25,14,24,35,22,16,L,W,L,L,W,L,7,7,6,10,3,4,3,7,1,1,3,3,1,4,19,16,20,A
191,2001-12-29,Bolton,Leicester,21,12,29,34,21,15,L,L,D,L,D,D,17,10,3,10,2,4,1,4,0,0,11,4,10,6,19,13,20,D
192,2001-12-29,Everton,Charlton,23,21,25,22,23,23,L,L,L,D,L,D,10,8,8,10,5,5,3,2,0,0,4,5,9,4,15,9,20,A
193,2001-12-29,Ipswich,Sunderland,19,17,28,17,15,26,W,W,L,W,W,L,12,12,13,10,6,4,7,5,0,0,3,5,5,6,5,7,20,H
194,2001-12-29,Newcastle,Chelsea,37,29,23,15,39,30,W,W,W,L,W,W,18,13,9,16,9,7,3,5,0,0,10,9,5,4,11,6,20,A
195,2001-12-29,Southampton,Leeds,19,29,31,17,19,35,L,W,L,W,L,W,12,6,8,15,6,5,5,6,0,0,3,4,2,2,10,4,20,A
196,2001-12-29,West Ham,Liverpool,24,29,30,19,24,37,W,D,D,D,W,L,14,7,12,12,9,3,8,6,0,0,3,7,5,3,17,3,20,D
197,2001-12-30,Fulham,Man United,19,45,20,28,24,33,L,D,L,W,W,W,17,10,11,12,9,4,7,7,0,0,4,4,11,8,19,1,20,A
198,2002-01-01,Charlton,Ipswich,21,19,22,28,23,15,D,L,D,W,W,L,8,10,12,12,3,2,6,4,0,0,9,4,3,5,9,5,20,H
199,2002-01-01,Chelsea,Southampton,29,19,15,31,30,19,L,W,W,L,W,L,9,16,12,6,3,5,6,5,0,0,5,4,3,4,6,10,20,A
200,2002-01-01,Leeds,West Ham,30,25,17,31,38,25,W,W,L,D,W,D,13,8,17,14,7,5,8,9,0,0,5,2,9,3,4,17,21,H
201,2002-01-01,Liverpool,Bolton,30,23,20,31,38,22,D,D,W,D,L,L,15,12,5,17,5,8,3,2,0,2,4,5,4,11,3,19,21,D
202,2002-01-01,Middlesbrough,Everton,19,23,28,28,22,23,W,L,L,L,L,L,10,3,7,10,4,2,3,5,0,0,5,1,3,4,14,15,21,H
203,2002-01-01,Sunderland,Aston Villa,17,26,22,25,26,28,L,W,W,D,L,L,10,13,12,10,3,7,7,5,0,0,3,5,12,7,7,8,21,D
204,2002-01-01,Tottenham,Blackburn,31,25,27,25,28,22,D,L,L,L,L,W,7,10,16,7,4,6,5,3,0,0,1,13,13,3,12,19,21,H
205,2002-01-02,Derby,Fulham,15,20,35,20,19,27,W,L,W,W,L,D,7,6,8,17,5,3,4,9,0,0,4,1,3,4,16,19,21,A
206,2002-01-02,Man United,Newcastle,48,38,30,25,36,39,W,W,W,L,W,W,19,11,10,18,10,7,7,9,0,0,3,11,5,10,1,11,21,H
207,2002-01-09,Southampton,Liverpool,23,30,33,20,22,38,W,L,W,D,D,W,8,12,15,12,5,6,5,8,0,0,6,3,4,5,10,3,21,H
208,2002-01-12,Aston Villa,Derby,26,15,25,35,28,19,D,L,L,W,L,W,12,10,7,6,7,5,5,3,0,0,12,7,4,1,8,16,21,H
209,2002-01-12,Blackburn,Charlton,25,24,25,22,22,26,L,L,W,W,D,L,16,7,8,8,5,3,4,3,0,0,13,3,6,9,19,9,21,H
210,2002-01-12,Bolton,Chelsea,24,33,32,20,23,33,D,D,L,L,W,L,7,5,13,12,6,3,6,8,0,0,8,4,2,3,19,6,22,D
211,2002-01-12,Everton,Sunderland,23,18,29,23,23,27,L,L,L,D,L,W,11,7,18,10,3,3,11,3,0,0,6,3,7,3,15,7,22,H
212,2002-01-12,Fulham,Middlesbrough,22,20,21,30,30,22,W,W,L,L,W,L,19,8,8,10,11,4,4,4,0,0,10,3,2,5,19,14,22,H
213,2002-01-12,Ipswich,Tottenham,26,32,31,27,18,31,L,W,W,W,D,L,6,13,12,7,4,8,7,4,0,0,4,3,7,1,5,12,22,H
214,2002-01-12,Newcastle,Leeds,39,33,28,17,39,41,L,L,W,W,W,W,11,10,12,13,6,7,11,7,0,0,5,5,8,5,11,4,22,H
215,2002-01-12,West Ham,Leicester,25,14,34,37,25,16,L,D,W,L,D,L,9,17,5,14,4,8,3,8,0,0,6,9,4,10,17,13,22,H
216,2002-01-13,Arsenal,Liverpool,42,30,25,22,40,38,D,W,W,L,D,D,11,16,7,15,4,6,4,5,0,0,3,9,6,4,2,3,22,D
217,2002-01-13,Southampton,Man United,25,51,33,31,25,39,W,W,L,W,W,W,9,8,11,19,7,5,7,10,0,0,5,6,6,3,10,1,22,A
218,2002-01-19,Derby,Ipswich,15,26,36,31,19,18,L,W,L,L,W,W,10,7,6,13,0,5,4,8,0,0,10,4,4,3,16,5,22,A
219,2002-01-19,Leicester,Newcastle,14,39,37,28,16,39,L,D,L,L,L,W,5,14,11,10,3,8,6,7,0,0,4,10,5,5,13,11,22,D
220,2002-01-19,Liverpool,Southampton,31,26,23,36,39,25,D,L,D,L,W,W,5,7,12,9,2,4,4,7,0,0,1,6,8,5,3,10,23,D
221,2002-01-19,Man United,Blackburn,54,29,32,27,42,25,W,W,W,W,L,L,11,11,18,11,7,7,11,7,0,0,6,6,7,9,1,19,23,H
222,2002-01-19,Middlesbrough,Bolton,21,26,31,34,23,24,D,L,W,D,D,D,11,8,11,7,3,4,5,6,0,0,2,2,10,8,14,19,23,D
223,2002-01-19,Sunderland,Fulham,18,23,24,22,27,31,L,D,L,D,W,W,6,18,9,19,1,11,2,11,0,0,5,7,2,10,7,19,23,D
224,2002-01-19,Tottenham,Everton,33,24,29,29,31,26,L,W,D,W,L,L,11,12,9,11,6,7,5,3,0,0,5,7,4,6,12,15,23,D
225,2002-01-20,Chelsea,West Ham,35,26,22,34,34,28,D,L,W,W,L,D,9,13,11,9,4,6,7,4,0,0,3,2,5,6,6,17,23,H
226,2002-01-20,Leeds,Arsenal,34,43,20,26,41,41,L,W,W,D,D,W,8,12,9,11,6,11,6,4,1,0,1,8,7,3,4,2,23,D
227,2002-01-21,Charlton,Aston Villa,28,29,28,27,29,32,L,W,W,W,D,D,9,13,9,8,6,8,5,4,1,0,2,11,4,0,9,8,23,A
228,2002-01-22,Man United,Liverpool,54,31,32,23,42,39,W,W,W,D,L,D,11,11,5,7,7,7,2,4,0,0,6,6,1,6,1,3,23,A
229,2002-01-23,Leicester,Arsenal,14,43,37,26,17,41,D,L,D,D,D,W,8,5,9,11,4,3,6,4,0,0,6,4,7,3,13,2,23,A
230,2002-01-29,Bolton,Man United,27,56,35,33,25,45,D,D,D,W,W,W,7,11,16,11,4,5,6,7,0,0,6,10,8,6,19,1,24,A
231,2002-01-29,Charlton,Derby,29,17,30,41,29,19,L,L,W,L,L,L,9,9,13,3,5,6,5,1,0,0,3,2,3,1,9,16,24,H
232,2002-01-29,Sunderland,Middlesbrough,19,22,25,31,28,26,D,L,D,W,D,L,16,6,6,11,8,1,2,3,0,1,11,5,3,2,7,14,24,A
233,2002-01-30,Aston Villa,Everton,31,25,28,30,35,27,W,W,D,D,W,L,7,9,4,9,3,5,2,5,0,0,2,4,5,4,8,15,24,D
234,2002-01-30,Blackburn,Arsenal,30,46,29,27,25,44,L,W,L,W,D,D,10,18,13,9,4,11,8,6,0,0,3,7,7,7,19,2,24,A
235,2002-01-30,Chelsea,Leeds,40,35,23,21,37,42,W,D,L,D,L,W,22,9,6,8,15,4,1,6,0,0,6,3,3,1,6,4,24,H
236,2002-01-30,Ipswich,Fulham,31,23,33,23,24,31,W,W,L,L,D,W,13,8,7,9,5,5,3,2,0,0,3,5,5,2,5,19,24,H
237,2002-01-30,Liverpool,Leicester,32,15,24,40,40,17,D,D,L,L,D,L,9,5,3,8,5,2,2,4,0,0,8,1,7,6,3,13,24,H
238,2002-01-30,Southampton,West Ham,27,27,37,39,26,28,D,L,W,L,W,L,6,12,5,11,2,4,4,7,0,1,3,8,4,5,10,17,24,H
239,2002-01-30,Tottenham,Newcastle,34,42,30,29,32,43,D,L,W,D,W,L,12,11,9,16,4,6,3,8,0,0,14,5,11,6,12,11,24,A
240,2002-02-02,Arsenal,Southampton,49,29,29,37,47,29,W,W,D,W,D,L,9,13,10,6,5,8,8,2,1,0,2,7,4,3,2,10,25,D
241,2002-02-02,Derby,Tottenham,17,35,42,33,19,32,L,L,L,L,D,L,3,13,8,12,2,5,6,4,0,0,0,3,5,14,16,12,25,H
242,2002-02-02,Everton,Ipswich,25,32,30,33,28,27,D,D,W,W,W,W,6,4,13,13,0,2,8,5,0,0,1,5,10,3,15,5,25,A
243,2002-02-02,Fulham,Aston Villa,23,31,23,28,32,36,D,L,D,D,W,W,9,7,8,7,3,3,2,3,0,0,9,5,5,2,19,8,25,D
244,2002-02-02,Leicester,Chelsea,15,42,41,23,17,40,L,L,D,W,W,D,3,3,14,22,0,2,3,15,0,0,3,7,5,6,13,6,25,A
245,2002-02-02,Man United,Sunderland,56,19,34,26,45,28,L,W,W,L,D,L,12,16,18,16,3,6,8,8,0,0,11,8,15,11,1,7,25,H
246,2002-02-02,Newcastle,Bolton,45,27,30,39,46,25,W,D,W,L,D,D,10,9,15,7,4,3,4,4,0,0,4,11,1,6,11,19,25,H
247,2002-02-02,West Ham,Blackburn,27,32,41,32,28,25,L,L,W,L,L,W,11,5,10,10,4,4,4,4,0,0,2,4,6,3,17,19,25,H
248,2002-02-03,Leeds,Liverpool,35,33,23,24,42,43,L,D,L,W,D,D,6,6,9,9,4,1,5,5,0,0,6,3,2,8,4,3,25,A
249,2002-02-03,Middlesbrough,Charlton,22,30,31,30,27,32,D,W,D,W,L,L,7,6,11,9,3,2,3,5,0,0,5,3,9,3,14,9,25,D
250,2002-02-09,Aston Villa,Chelsea,31,45,28,25,37,43,D,D,W,W,W,W,15,8,9,14,9,2,5,3,0,0,4,5,2,5,8,6,26,D
251,2002-02-09,Bolton,West Ham,29,29,42,41,25,31,L,L,D,W,L,L,10,15,13,11,6,4,6,4,0,0,6,1,5,2,19,17,26,H
252,2002-02-09,Derby,Sunderland,18,20,42,30,22,28,W,L,L,L,L,D,12,3,6,18,7,2,3,8,0,0,9,0,2,15,16,7,26,A
253,2002-02-09,Fulham,Blackburn,25,32,23,34,35,25,W,D,L,L,L,L,13,9,14,10,8,3,2,4,0,0,5,9,8,6,19,19,26,H
254,2002-02-09,Ipswich,Liverpool,34,34,34,24,30,46,W,W,W,W,W,D,5,13,11,9,3,8,4,5,0,0,4,10,9,2,5,3,26,A
255,2002-02-09,Middlesbrough,Leeds,24,35,33,27,28,42,D,D,W,L,L,D,10,7,13,6,5,3,5,4,0,0,7,5,7,6,14,4,26,D
256,2002-02-09,Newcastle,Southampton,48,30,32,38,49,30,W,W,D,D,W,D,10,10,4,10,6,4,1,8,0,0,13,4,3,4,11,10,26,H
257,2002-02-09,Tottenham,Leicester,35,17,34,44,32,17,L,L,D,L,L,L,7,8,16,3,3,6,9,0,0,0,6,5,6,3,12,13,26,H
258,2002-02-10,Charlton,Man United,30,60,30,34,33,48,D,W,L,W,L,W,8,11,21,12,2,3,12,3,0,0,7,9,9,11,9,1,26,A
259,2002-02-10,Everton,Arsenal,26,50,32,30,28,48,L,D,D,D,W,W,9,6,14,9,4,0,4,5,0,0,2,1,4,2,15,2,26,A
260,2002-02-19,Middlesbrough,Fulham,26,26,34,25,31,35,W,D,D,L,W,D,11,10,10,13,5,5,5,8,0,0,8,7,10,5,14,19,27,H
261,2002-02-23,Arsenal,Fulham,51,26,30,25,51,35,W,D,W,L,W,D,6,14,10,13,3,4,5,8,0,0,5,4,10,5,2,19,27,H
262,2002-02-23,Leicester,Derby,18,18,46,43,17,22,L,L,L,L,W,L,7,16,9,12,6,9,4,7,0,0,8,6,7,9,13,16,27,A
263,2002-02-23,Liverpool,Everton,38,26,24,33,49,28,W,W,W,L,L,D,11,11,6,9,7,4,2,4,0,0,6,9,1,2,3,15,27,D
264,2002-02-23,Man United,Aston Villa,64,32,35,29,51,38,W,W,L,D,D,D,18,21,7,15,8,12,3,9,0,0,11,9,3,4,1,8,27,H
265,2002-02-23,Southampton,Bolton,31,30,41,42,30,28,L,D,W,W,L,L,11,4,4,10,4,1,3,6,0,0,4,3,4,6,10,19,27,D
266,2002-02-23,West Ham,Middlesbrough,29,26,42,34,31,31,L,W,L,W,D,D,9,13,11,10,2,6,5,5,0,0,10,5,8,7,17,14,27,H
267,2002-02-24,Leeds,Charlton,37,30,29,32,43,33,D,L,L,L,D,W,10,13,9,8,6,5,1,2,0,0,4,7,7,7,4,9,27,D
268,2002-02-24,Sunderland,Newcastle,21,51,30,33,31,52,W,L,L,W,W,W,8,6,16,10,4,3,10,6,0,0,8,2,5,13,7,11,27,A
269,2002-03-02,Aston Villa,West Ham,32,29,29,42,38,31,D,D,D,L,W,L,7,15,9,13,3,9,2,6,0,0,3,4,10,5,8,17,27,H
270,2002-03-02,Bolton,Blackburn,30,33,42,37,29,26,D,W,L,D,L,L,4,4,6,10,2,3,3,6,0,1,6,4,5,2,19,19,28,D
271,2002-03-02,Charlton,Chelsea,30,47,32,28,34,44,D,L,D,L,D,W,9,9,4,9,2,1,2,3,0,0,2,7,4,8,9,6,28,H
272,2002-03-02,Fulham,Liverpool,27,44,29,24,35,52,L,L,W,W,W,W,6,10,14,11,5,5,11,7,0,0,5,10,9,6,19,3,28,A
273,2002-03-02,Ipswich,Southampton,35,31,43,41,30,31,L,L,W,D,L,D,8,4,8,11,4,2,2,4,0,1,4,7,6,4,5,10,28,A
274,2002-03-02,Middlesbrough,Leicester,26,18,35,49,31,17,L,W,D,L,L,L,7,11,6,7,4,5,3,6,1,0,3,8,8,8,14,13,28,H
275,2002-03-02,Newcastle,Arsenal,52,55,33,31,55,54,W,W,W,W,W,D,13,16,16,6,5,10,10,3,0,0,11,5,7,5,11,2,28,A
276,2002-03-02,Tottenham,Sunderland,39,21,36,31,38,31,W,W,L,L,W,L,17,12,11,8,7,4,4,4,0,0,5,8,5,8,12,7,28,H
277,2002-03-03,Derby,Man United,21,66,43,35,25,54,W,L,W,W,W,W,5,9,10,18,4,4,5,8,0,0,2,7,5,11,16,1,28,D
278,2002-03-03,Everton,Leeds,27,37,34,29,29,44,D,L,L,D,D,L,6,6,14,10,3,2,2,6,0,0,4,1,9,4,15,4,28,D
279,2002-03-05,Arsenal,Derby,55,21,31,43,54,25,W,W,D,W,L,W,16,6,5,9,10,3,4,4,0,0,7,5,2,7,2,16,28,H
280,2002-03-05,Blackburn,Aston Villa,36,34,37,31,29,41,W,D,L,W,L,D,21,6,10,4,9,3,7,2,0,0,5,5,9,2,19,8,29,H
281,2002-03-05,Sunderland,Bolton,22,31,33,43,31,30,L,L,W,D,D,W,7,11,11,4,2,4,5,2,0,0,5,5,7,6,7,19,29,H
282,2002-03-06,Chelsea,Fulham,50,27,30,31,47,35,W,L,D,L,L,L,14,4,11,6,8,2,5,5,0,0,3,4,8,5,6,19,29,H
283,2002-03-06,Leeds,Ipswich,37,35,29,45,45,30,D,D,D,L,L,L,7,14,9,8,3,2,3,4,1,0,4,9,5,4,4,5,29,H
284,2002-03-06,Liverpool,Newcastle,45,52,25,35,53,55,D,W,W,L,W,W,13,14,13,13,5,11,6,5,0,0,9,9,5,11,3,11,29,H
285,2002-03-06,Man United,Tottenham,67,39,35,40,57,38,W,W,W,L,W,W,14,10,7,17,4,5,2,7,0,1,9,5,3,5,1,12,29,H
286,2002-03-06,Southampton,Middlesbrough,34,27,42,35,34,34,W,D,L,W,L,W,5,8,11,7,4,2,7,4,0,0,3,6,5,3,10,14,29,D
287,2002-03-06,West Ham,Everton,31,27,44,34,34,30,L,W,L,D,D,L,4,12,12,6,3,8,7,3,0,0,4,12,3,4,17,15,29,H
288,2002-03-09,Leicester,Charlton,18,32,50,33,17,37,L,L,L,W,D,L,6,6,9,9,1,3,6,2,0,0,6,8,5,2,13,9,29,D
289,2002-03-13,Blackburn,Ipswich,36,35,37,45,29,30,W,D,L,L,L,L,21,6,9,8,9,3,3,4,0,0,5,5,5,4,19,5,29,H
290,2002-03-13,Chelsea,Tottenham,54,39,30,44,50,38,W,W,L,L,L,W,24,14,5,7,13,8,0,2,0,1,6,3,3,3,6,12,30,H
291,2002-03-16,Bolton,Derby,31,23,44,46,30,26,L,D,D,L,D,W,10,11,0,12,4,5,0,7,0,0,7,7,1,4,19,16,30,A
292,2002-03-16,Chelsea,Sunderland,54,23,30,33,50,34,W,W,L,W,L,L,24,14,11,7,13,8,4,2,0,0,6,3,1,5,6,7,30,H
293,2002-03-16,Everton,Fulham,27,29,35,34,30,35,L,D,D,L,L,L,6,12,12,11,2,7,6,5,0,0,3,3,5,8,15,19,30,H
294,2002-03-16,Middlesbrough,Liverpool,28,47,36,25,35,56,D,W,L,W,D,W,4,11,10,13,1,7,4,5,1,0,1,5,4,9,14,3,30,A
295,2002-03-16,Newcastle,Ipswich,52,36,38,47,55,30,L,L,W,L,L,L,11,13,6,9,2,6,3,3,0,0,6,5,2,5,11,5,30,D
296,2002-03-16,Southampton,Leicester,35,19,43,51,35,18,D,W,D,D,L,L,9,5,10,6,4,4,5,1,0,0,13,3,11,6,10,13,30,D
297,2002-03-16,West Ham,Man United,32,69,44,37,37,58,W,L,W,D,W,W,16,4,22,14,6,3,9,4,0,0,10,4,10,9,17,1,30,A
298,2002-03-17,Aston Villa,Arsenal,34,58,34,31,41,60,L,W,L,W,W,W,6,10,17,9,4,7,8,6,0,0,5,9,9,8,8,2,30,A
299,2002-03-17,Leeds,Blackburn,39,38,29,38,48,32,W,D,D,W,W,D,11,7,11,21,7,3,7,9,0,0,7,4,9,5,4,19,30,H
300,2002-03-18,Tottenham,Charlton,39,34,45,34,38,41,L,L,L,W,D,W,13,5,10,11,5,0,4,6,0,0,4,3,6,5,12,9,31,A
301,2002-03-23,Charlton,Bolton,34,32,34,47,41,30,W,D,W,L,L,D,10,11,6,10,4,6,2,4,0,1,6,5,7,7,9,19,31,A
302,2002-03-23,Derby,Everton,26,29,47,36,29,33,W,L,D,W,L,D,3,0,5,6,2,0,2,2,0,1,3,1,0,3,16,15,31,A
303,2002-03-23,Ipswich,Aston Villa,38,35,49,36,31,41,D,L,L,L,L,W,7,6,8,6,4,3,3,4,0,0,3,2,10,5,5,8,31,D
304,2002-03-23,Leicester,Leeds,21,42,53,30,19,51,D,D,L,W,W,D,6,10,18,11,4,5,8,7,0,0,2,11,4,7,13,4,31,A
305,2002-03-23,Man United,Middlesbrough,73,29,37,38,61,35,W,D,W,L,D,W,25,22,15,4,14,9,5,1,0,0,14,10,7,1,1,14,31,A
306,2002-03-23,Sunderland,Southampton,23,37,37,45,34,36,L,W,L,D,D,W,8,11,9,9,3,4,5,4,0,0,3,1,6,13,7,10,31,D
307,2002-03-24,Fulham,Tottenham,30,39,36,45,35,38,L,L,L,L,L,L,11,12,13,5,5,6,5,0,0,0,11,5,4,3,19,12,31,A
308,2002-03-24,Liverpool,Chelsea,50,58,25,30,59,53,W,W,D,W,W,W,23,10,12,24,11,4,7,13,0,0,5,4,6,6,3,6,31,H
309,2002-03-29,Newcastle,Everton,54,29,40,36,56,33,D,L,L,W,L,D,20,11,5,6,8,2,2,2,0,1,12,6,0,3,11,15,31,H
310,2002-03-30,Arsenal,Sunderland,63,24,32,38,66,35,W,W,W,D,L,W,13,6,10,8,10,3,7,3,0,0,5,2,3,3,2,7,32,H
311,2002-03-30,Bolton,Aston Villa,34,35,48,36,33,42,W,L,L,D,L,L,6,6,6,8,4,2,2,3,0,0,1,7,6,10,19,8,32,H
312,2002-03-30,Chelsea,Derby,58,29,31,51,53,29,L,W,W,L,W,L,10,12,12,3,1,7,4,2,0,0,3,6,8,3,6,16,32,H
313,2002-03-30,Leeds,Man United,44,78,30,40,54,64,W,W,W,W,W,D,12,18,14,25,8,8,9,14,0,0,7,4,3,14,4,1,32,A
314,2002-03-30,Leicester,Blackburn,21,40,55,43,19,32,L,D,D,L,L,W,11,6,12,15,5,4,4,8,0,0,8,2,6,4,13,19,32,H
315,2002-03-30,Liverpool,Charlton,52,35,26,36,62,41,W,W,W,L,W,D,8,23,6,10,7,11,4,4,0,0,3,5,4,6,3,9,32,H
316,2002-03-30,Middlesbrough,Tottenham,30,41,38,45,38,41,W,L,D,W,L,L,5,15,11,13,3,5,4,5,0,0,2,7,6,4,14,12,32,D
317,2002-03-30,Southampton,Fulham,38,30,46,38,37,35,D,D,D,L,L,L,14,9,9,11,8,5,3,5,0,0,8,6,4,11,10,19,32,D
318,2002-03-30,West Ham,Ipswich,38,38,50,49,40,32,W,L,W,D,D,L,18,10,13,7,11,3,3,4,0,0,8,3,8,3,17,5,32,H
319,2002-04-01,Blackburn,Southampton,40,38,43,46,32,37,L,L,W,D,D,D,12,15,14,9,4,8,8,5,0,0,6,4,8,6,19,10,32,H
320,2002-04-01,Charlton,Arsenal,35,66,38,32,41,69,L,L,W,W,W,W,6,6,12,13,1,4,8,10,0,0,6,4,2,5,9,2,33,A
321,2002-04-01,Derby,Middlesbrough,30,31,53,39,29,39,L,L,W,D,W,L,2,12,8,5,1,4,3,3,0,0,3,8,9,2,16,14,33,A
322,2002-04-01,Everton,Bolton,35,37,45,50,36,36,L,W,W,W,W,L,7,8,9,6,4,7,6,4,0,0,1,0,2,1,15,19,33,H
323,2002-04-01,Fulham,West Ham,31,39,39,50,36,43,D,L,L,W,W,L,7,9,3,18,2,3,2,11,0,0,8,4,1,8,19,17,33,A
324,2002-04-01,Ipswich,Chelsea,39,60,52,32,32,56,L,D,D,W,L,W,12,13,13,10,5,3,6,1,0,0,4,8,6,3,5,6,33,D
325,2002-04-01,Sunderland,Leicester,24,23,41,56,35,22,L,D,L,W,L,D,13,10,9,11,5,7,6,5,0,0,4,3,6,8,7,13,33,H
326,2002-04-01,Tottenham,Leeds,42,47,46,34,42,54,D,W,L,L,W,W,10,11,16,12,6,4,11,8,0,0,6,6,2,7,12,4,33,H
327,2002-04-02,Aston Villa,Newcastle,37,61,39,43,42,60,L,D,L,D,W,D,9,6,6,18,3,2,1,9,0,0,5,6,2,4,8,11,33,D
328,2002-04-06,Arsenal,Tottenham,66,42,32,46,69,42,W,W,W,D,W,L,12,13,10,11,8,10,6,4,0,0,2,5,6,6,2,12,33,H
329,2002-04-06,Bolton,Ipswich,37,39,50,52,36,32,W,W,L,L,D,D,9,6,12,13,6,4,5,3,0,0,2,1,4,8,19,5,33,H
